	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts
3060	09.08.2011, 11:09	Newbie	Thanked 0 Times in 0 Posts	Location: Neuchatel	"    AFAIK the only provider that doesn't allow tethering in Switzerland is Sunrise.
		"	no particular reputation at present	Join Date: Aug 2011	Groaned at 0 Times in 0 Posts	swisscom & tethering	cidermariner	Posts: 5
3061	08.08.2011, 11:51	Member	Thanked 12 Times in 11 Posts	Location: Zurich	" 
			
			Try  
Swisscom network => top quality 
So far, their prices keep decreasing! For calls to CH, they are now at 0.29CHF for fixed and mobile. 
I call Canada and Poland and they are just the best. I just had troubles with Lebara before. 
Cicc'
		"	made some interesting contributions	Join Date: Nov 2010	Groaned at 1 Time in 1 Post	Lebara is nasty	freeworld	Posts: 101
3062	08.08.2011, 15:15	Member	Thanked 92 Times in 24 Posts	Location: Zurich	"    Agreed. My husband used to have Orange, and he didn't have reception half of the time. Sometime later, he talked to his company, who agreed to pay his mobile bill (on-call work). He just had to cancel Orange and get the number transferred to the provider they used. Not so simple!   
First of all, Orange said it was ok to transfer, but the new provider kept sending us letters that the transfer had been refused. This went on for months. All of a sudden, the people at Orange were claiming he had to pay the next bill. Well, after a few months of back and forth, we find out they thought he owed a bill from 2 years before. He talked to them, and they said, ""oops, no, you don't have to pay. We'll cancel your contract."" He asked if he had   fee to pay and the answer was a no. Number was transferred, and we thought we had heard the end of it.   
Oh, no. A month or so later, we get a bill from a collection agency (on behalf of Orange) for something like 300 CHF, threatening us to pay within x days or else! Now, we had never received any bill of the sort from Orange (so how had it been escalated to a collection agency for failure to pay?), and they had assured us there was absolutely nothing to pay in bills, cancelation, etc. Nice.   
So, never again will we consider Orange. It was such a nightmare. Though I have no idea if the others are better.   
Anyway, good luck. I hope your experience is better than ours was.
		"	earned some respect	Join Date: Oct 2007	Groaned at 0 Times in 0 Posts	How to cancel Orange contract: where do I send a letter?!	xaphod	Posts: 175
3063	07.08.2011, 20:05	Newbie	Thanked 0 Times in 0 Posts	Location: Indonesia	"    LOL.   
The point was that the OP lives in Indonesia. So it would be significantly more difficult to send a phone to Winterthur from there. However, I'd personally not worry too much about it, the manufacturer warranties should be international even if the phone is imported here by digitec.   
That said was the last phone I bought from Motorola one where the sales guy managed to convince me that it is a great advantage to be able to use AAA batteries in it... think it was 1997.
		"	no particular reputation at present	Join Date: Aug 2011	Groaned at 0 Times in 0 Posts	Motorola & Other Cellphone Retail Store In Switzerland	fraulein_perle	Posts: 1
3064	07.10.2010, 11:52	Member	Thanked 90 Times in 57 Posts	Location: Zurich	" 
			
			I will buy it from you. I have a Cablecom contract and would like a second TV in the bedroom. Please send me a PM with bank details, and how much you want for the set top box and postage.
		"	considered knowledgeable	Join Date: Nov 2007	Groaned at 3 Times in 3 Posts	Old cablecom receiver	panda	Posts: 170
3065	11.07.2011, 10:24	Senior Member	Thanked 186 Times in 118 Posts	Location: Dübi	" 
			
			I know you mean by online conection with a computer, but if it helps at all I use Whatsapp on my phone, my family in mexico with any phone with internet option also have it and we send sms unlimited, just look that it requires data transfer, so you need to make sure you have a plan that includes data OR if your phone can search for wireless internet then it works too. I send them everyday pics or short videos of the  boys and its a wonderful tool to stay in contact with them. no cost of downloading.    
If you download the aplication make sure you have saved the number of your friend/family with the country and area code. once you have started the aplication in the favorites tab bar you will see who else from your contact list has the aplication. Ah before I forget the other person must have the aplication, internet etc.   
Hope you have understand what i wrote and works for you!
		"	considered knowledgeable	Join Date: May 2011	Groaned at 9 Times in 8 Posts	Online web texts	Jaceq	Posts: 276
3066	null	null	null	null	" 
			
			Yeah, I bought my lenovo via the US website, but didn't try shipping it over. My brother brought it with him when he came on vacation... Didn't want to risk Swiss customs as I've had my hands burned in the past before (paid in customs nearly what the item value was!).   
One thing you should check is the international warranty service extends to Switzerland on the lenovo website. My screen packed in but the service centre replaced without hassle (only I had to post across Switzerland as lenovo wouldn't let me upgrade a US warranty and get onsite service in Europe)   
Good luck!!!      "	null	null	null	Buying a USA notebook/laptop via a shipping service to CH - pitfalls?	guest	null
3067	06.08.2011, 11:05	Newbie 1st class	Thanked 5 Times in 5 Posts	Location: Oberengstringen	" 
			
			Hi,    
does anybody here have Kindle Special Offers edition? (the one only available in the US, with ads) 
If you don't want to buy a laptop right now, would you mind helping me out with something? :-)   
Thanks, 
kzs
		"	no particular reputation at present	Join Date: Apr 2008	Groaned at 0 Times in 0 Posts	Anyone with Kindle Special Offers?	kzs	Posts: 28
3068	05.08.2011, 17:59	Forum Legend	Thanked 6,078 Times in 2,378 Posts	Location: In the kitchen at parties.	"    Cablecom (like WWZ) is only 1 of 240 independent cable tv/phone/internet providers in Switzerland, all members of the    association.
		"	a reputation beyond repute	Join Date: May 2010	Groaned at 212 Times in 126 Posts	New Cablecom Support forum announced.	Upthehatters2008	Posts: 4,579
3069	16.06.2011, 22:37	Forum Legend	Thanked 22,599 Times in 10,195 Posts	Location: Neuchatel	" 
			
			It seems that ""how to use the iPlayer"" is the techy version of ""Can I survive on 120,000 CHF?""      "	a reputation beyond repute	Join Date: Sep 2010	Groaned at 386 Times in 287 Posts	Life without the Beeb?	Odile	Posts: 19,655
3070	30.06.2011, 14:29	Senior Member	Thanked 159 Times in 71 Posts	Location: Formerly Basel, now back in WA	" 
			
			Last year we were initially using a Swisscom dongle at around 7.50  a day.  then changed to Orange as only 5 a day.  the day starts from after mid-night and finished at mid-night on the day.  If you dont use one day, you dont pay.  Usually pick up a prepaid slip from supermarket for 30chf, but believe you can get lower/higher amounts. Depending where you are, you might need to check the reception will be good for whatever network you choose.
		"	considered knowledgeable	Join Date: Jan 2008	Groaned at 0 Times in 0 Posts	Mobile internet (for laptop, not phone)	pamela16	Posts: 428
3071	29.01.2008, 12:53	Newbie	Thanked 0 Times in 0 Posts	Location: geneva	" 
			
			Follow the above link, and then visit the Television Reception part of the Swisswiki.     
From what I've seen though, the choices for TV reception are pretty much the Bluewin and Cablecom services over the wire, or SKY or the Free-to-air satellite services.  The Swiss satellite stuff is more-or-less incompatible with the SKY stuff (You'll need a bigger dish for sky, and a different tuner box).  Pretty much, if it's not covered in that sticky link, there isn't any info on it around.   
Good Luck.
		"	no particular reputation at present	Join Date: Nov 2007	Groaned at 0 Times in 0 Posts	Satellite TV in Geneva	blue-kite	Posts: 5
3072	04.08.2011, 12:45	Member	Thanked 103 Times in 49 Posts	Location: Basel, stein AG	"    Sorry, could you speak up.  I can hardly hear you over the crackling.
		"	earned some respect	Join Date: Jan 2010	Groaned at 3 Times in 2 Posts	Bluetooth Techies	sflorida_sweetie2	Posts: 242
3073	14.07.2011, 10:13	Forum Veteran	Thanked 523 Times in 179 Posts	Location: Goldiwil	" 
			
			Power cycle your modem. Wait 4 hours. These modems take a long time to register on the CC systems.
		"	a reputation beyond repute	Join Date: Feb 2011	Groaned at 53 Times in 23 Posts	Configuring my Cablecom Router with a MAC	jerallie	Posts: 615
3074	03.08.2011, 17:08	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			In Zurich upc cablecom have the fastest network, the lowest prices, and pretty good service. Plus loads of forum members here online that can help, should you need it.   
You'll be up and running within 48hrs after ordering online.   
Tips: 
Always use GigE networks inside your house if going for more than 50Mbit/s internet speed.   
Use cabled networks whereever you can (although the new upc cablecom modems have wifi built in), simply because cable is reliable, always on, and much faster than wifi.   
I have both, but WiFi is a backup if the cabled connection fails
		"	no particular reputation at present	Join Date: May 2011	Groaned at 0 Times in 0 Posts	Choosing an internet/tv/phone provider	lbue	Posts: 2
3075	03.08.2011, 01:21	Forum Veteran	Thanked 3,205 Times in 1,227 Posts	Location: City by the Bay	"    Firstly: use a wire connection with cat5e or cat6 cables on GigE ports and monitor that connection. If the wired connection is fine, it means the WLAN is dodgy. If WLAN dodgy, follow usual WLAN diagnosis (switch of other devices, move cordless phones away, etc)   
Note that you cannot get 100Mbit/s throughput on a 100Mbit/s port. To measure 100Mbit/s throughput, everything must use GigE ports and cat5e or cat6 cabling. 
On a 100Mbit/s port, you'd be lucky to get more than 75 Mbit/s throughput. 
The Thomspon modem has GigE ports. Your new Ethernet card hopefully should as well. Make sure the connecting cable is cat5e or cat6 (written on the cable).   
Secondly: 100M fiberpower uses multiple bundled DOCSIS upstream and downstream channels. This greater demand on available channels means you are more likely to suffer problems if the cabling from the local node to your apartment wall socket is not perfect. The types of problems and types of interference that can exist are extensive and numerous. Right down to: an innocent neighbour may have a cable problem, which injects interference into the cable network, which interferes with exactly your wanted DOCSIS signal. I went to a course once where all this was explained and demonstrated - it is amazing the types of problems that can occur.   
So history shows that 90% of all problems exist in the subscriber's own   building.   
So my guess is (in order of likeliness) 
a) old, incapable wiring in the building/apartment 
b) old wall sockets 
c) damaged cable modem cable to wall socket 
d) defective cable modem 
e) wrong ethernet cable 
f) wifi interference (if using wifi)   
A process of elimination will quickly have you sorted.   
Don't play with modem firmware, the cable modem will have specific firmware loaded by the network operator, which will be a known good version   
Good luck!
		"	a reputation beyond repute	Join Date: May 2009	Groaned at 97 Times in 57 Posts	cablecom internet dropouts after upgrade?	phdoofus	Posts: 2,364
3076	03.08.2011, 09:05	Member	Thanked 56 Times in 32 Posts	Location: Zurich	"    Actually, yallo now has a data plan albeit a terrible one. CHF 2 for every 10 Mbs. It's awful if you're a constant surfer. I just check my emails and train schedules on the SBB app. I think I was deducted only CHF 4 in the month of July.
		"	no particular reputation at present	Join Date: Jun 2011	Groaned at 0 Times in 0 Posts	Best operator for pay as you go SIM?	some_randomer	Posts: 138
3077	03.05.2011, 00:05	Junior Member	Thanked 6 Times in 5 Posts	Location: Zurich	"    To be honest the ""junction box in the street"" is a very wide approximation of the situation. 
In fact the ""raccordement"" thing they try to sell you is when they can't connect your line to the one going to your flat.   
Ex: Bob previous tenant had phone 022123456. The line was ""connected"" so even when he left they simply switched off the service. But the lines are still connected.   
In your case they don't know what line will go to your flat, and try to make you pay.   
But to connect the line they will give you a ""technical reference"" (such as 55 or whatever specific). You simply need to go into the building room with all the cables for everyone.   
They will be displayed the 55 there. Now the trick is to find out which one is going to your flat.   
Guess what probably all your neighboors have a phone/internet already connected so your's is the unconnected one.   
To actually test its deadly simple: take a phone and connect it on your landline plug, in your flat.   
Take that cable from 55 and simply make it touch the empty socket you suspect's the one going to your flat. 
Keep the contact or screw it (it's all simple to do there's everything). Ring your landline number. ask a mate to stay home and listen. 
 If it rings on your landline, bingo you found the empty cable you need to connect. If not ring, try to make it touch to another empty socket, ring again.   
Bingo you saved 180chf. for a few minutes guess work.
		"	no particular reputation at present	Join Date: Jan 2008	Groaned at 1 Time in 1 Post	Re: Moving my Sunrise Fixnet and ADSL	Indianguy	Posts: 82
3078	31.07.2011, 16:31	Forum Veteran	Thanked 523 Times in 179 Posts	Location: Goldiwil	"    Then it's a perfect opportunity for a clear out!   
""You tried to email me? Oh, I'm sorry. I changed my email address two years ago... did I forget to tell you?""   "	a reputation beyond repute	Join Date: Feb 2011	Groaned at 53 Times in 23 Posts	Internet Won't Access my Email. Help!	jerallie	Posts: 615
3079	13.06.2010, 16:36	Banned	Thanked 1,374 Times in 546 Posts	Location: geneve	" 
			
			I unlocked my Sunrise USB Dongle (Huawei) with DC-unlocker. 
Takes one minute, costs 4 Euros. 
There might even be free ways to do it, but I couldn't be bothered.      "	earned the respect of many	Join Date: May 2010	Groaned at 328 Times in 142 Posts	Orange 3G modems unlock	idefix	Posts: 737
3080	28.07.2011, 14:49	Forum Legend	Thanked 22,599 Times in 10,195 Posts	Location: Neuchatel	" 
			
			This might be useful as well (not just for your trip).   
It is a list of hot-spots in all of CH.      "	a reputation beyond repute	Join Date: Sep 2010	Groaned at 386 Times in 287 Posts	Internet access Bulle/Charmey	Odile	Posts: 19,655
3081	31.07.2011, 02:07	Forum Legend	Thanked 12,189 Times in 5,300 Posts	Location: Fribourg	" 
			
			For all insomniac old git and gitesses - for a limited period only - right now, BBC2 - all that was good and crap in British music - real time and place stuff, with lyrical waxing courtesy of Mark Radcliffe.
		"	a reputation beyond repute	Join Date: Dec 2010	Groaned at 292 Times in 196 Posts	TOTP2:80's Special	TiMow	Posts: 9,310
3082	21.07.2011, 09:33	Junior Member	Thanked 49 Times in 29 Posts	Location: Zurich, Dubendorf	"   
This is Telugu movie/TV channel site, not a cricket site. However, it offers free cricket stream in normal and HD quality for it's paid members. 
Minimum one month paid membership required. 
I had watched world cup 2011 by buying one month mebership during the tournament. 
Now bought one month subscription and having uninterrupted HD stream of Eng-Ind matches. 
-- I have no connection to this site   --
		"	no particular reputation at present	Join Date: Dec 2007	Groaned at 2 Times in 2 Posts	India vs England	kalyan	Posts: 90
3083	29.07.2011, 18:10	Forum Legend	Thanked 2,012 Times in 1,160 Posts	Location: Ostschweiz	" 
			
			I got an orange sim when I arrived at Zurich airport as PAYG deal 10CHF. Once you get your permit, then you can go on the 3 month deal and you can choose your own package. You must have your own phone to use 3 month deal. (I just have this confirmed at airport today as i would like to have a better internet package deal.)
		"	a reputation beyond repute	Join Date: Dec 2006	Groaned at 96 Times in 46 Posts	Orange SIM-only deal - still available?	dawiz	Posts: 4,027
3084	30.07.2011, 00:37	Newbie	Thanked 0 Times in 0 Posts	Location: Netherlands	" 
			
			Does anybody have a recommendation for a firm in Winterthur that can help me setup my satellite? Satellite was installed by the previous tenant (and working), but I am unable to get a signal. I have two left hands, so am afraid I will need some paid help.
		"	no particular reputation at present	Join Date: Feb 2011	Groaned at 0 Times in 0 Posts	Satellite Installer Recommendations Winterthur	mzwanenburg	Posts: 6
3085	28.07.2011, 09:37	Forum Legend	Thanked 8,133 Times in 2,906 Posts	Location: Zürich	"    On the iPad, just log out of the UK account and log into the CH account. I do it all the time. You get used to it as updates need to log into the store you brought it from.
		"	a reputation beyond repute	Join Date: Sep 2006	Groaned at 304 Times in 201 Posts	BBB Global iPlayer	AbFab	Posts: 6,542
3086	20.07.2011, 10:59	Junior Member	Thanked 11 Times in 5 Posts	Location: Bern	"    Awesome! Sorted!
		"	considered a nuisance	Join Date: Aug 2006	Groaned at 2 Times in 2 Posts	160 channels and no rugby this weekend	hiaw	Posts: 31
3087	26.07.2011, 22:45	Senior Member	Thanked 111 Times in 53 Posts	Location: Baar	" 
			
			Anyone has a slingbox connection where I can see Premier League football games? Would be willing to rent a connection if that is possible?   
Cheers
		"	earned the respect of many	Join Date: Sep 2008	Groaned at 2 Times in 2 Posts	Slingbox connection that I can rent?	bobo_97	Posts: 276
3088	15.09.2007, 13:29	Junior Member	Thanked 2 Times in 1 Post	Location: Zurich	" 
			
			Take out a subscription with Swisscom TV - used to be called Bluewin.  No antenna on the wall necessary!  The TV Plus subscription for CHF29 per month is excellent value imho.  Over 160 channels to chose from including many English-language channels.  At the moment, Swisscom is offering two months free subscription to new subscribers.  Check out their website.
		"	no particular reputation at present	Join Date: Aug 2007	Groaned at 0 Times in 0 Posts	No dish allowed - any suggestions	Middletay	Posts: 30
3089	26.07.2011, 10:41	Member	Thanked 45 Times in 26 Posts	Location: Massonnens-Fribourg	" 
			
			Hello guys,   
Those who use an Android smartphone know that VIBER is now available.   
I just installed it on my HTC Desire HD. I am just wondering if it is possible to turn it off when not using a WiFi connection. I do not want it to use too many Mb if it stays connected to the mobile network.   
Is there anyone who knows anything ?    
Thanks in advance !
		"	earned some respect	Join Date: Sep 2009	Groaned at 1 Time in 1 Post	VIBER on Android	BUGFROMHELL	Posts: 140
3090	24.07.2011, 14:15	Newbie	Thanked 0 Times in 0 Posts	Location: Biek	" 
			
			We had some issues with Slingbox (set up in the USA) and had to constantly contact the friend ""housing"" it for us to reset it. We ended up getting a USA VPN instead so that we can watch Netflix, Hulu, etc. and have been very very happy with that. I believe it cost about $70/year.
		"	no particular reputation at present	Join Date: Jul 2011	Groaned at 0 Times in 0 Posts	Watching Cabel TV from back home in Switzerland	wagaboom	Posts: 1
3091	24.07.2011, 17:56	Forum Veteran	Thanked 548 Times in 348 Posts	Location: Thurgau	" 
			
			It looks like I havent used my M Budget Sim card for over a year. When I switch it on it says Emergency Calls Only. Can you recativate such cards or do I have to buy a new card phone?
		"	an excellent reputation	Join Date: Oct 2006	Groaned at 4 Times in 3 Posts	Reactivating an M-Budget SIM Card	telandy	Posts: 1,976
3092	22.07.2011, 23:24	Forum Veteran	Thanked 2,874 Times in 899 Posts	Location: Texas, USA (formerly Vaud, CH)	" 
			
			I have a U.S. Vonage box and have been using just an adapter for nearly months without problems.
		"	a reputation beyond repute	Join Date: Mar 2011	Groaned at 26 Times in 24 Posts	Question for those using US Vonage box	Textoch	Posts: 1,163
3093	21.01.2011, 10:32	Forum Legend	Thanked 2,012 Times in 1,160 Posts	Location: Ostschweiz	"    No by that time it was too late to go anywhere on the net with CC's DNS.    
The OpenDNS website explains what you do to change your DNS setting in Windows (when you can get online). As result of using OpenDNS, I was unaffected by today's problems. At least I think that's the reason...
		"	a reputation beyond repute	Join Date: Dec 2006	Groaned at 96 Times in 46 Posts	Cablecom phone + Internet completely dead?	dawiz	Posts: 4,027
3094	21.07.2011, 15:46	Forum Veteran	Thanked 523 Times in 179 Posts	Location: Goldiwil	" 
			
			Great....that helps so much!
		"	a reputation beyond repute	Join Date: Feb 2011	Groaned at 53 Times in 23 Posts	Cablecom calls to foreign mobile networks?	jerallie	Posts: 615
3095	22.07.2011, 21:41	Newbie	Thanked 0 Times in 0 Posts	Location: GE	" 
			
			I'm thinking about switching from a prepaid Swisscom subscription to a monthly ""MTV mobile next"" one from Sunrise.  As I do not call much, use text and data more often, and am under 26, I think this would be a good option for me, but I'm still not entirely sure.   
Does anybody know to what extent the bandwidth is reduced after the 500MB/month are passed?  If anybody has experience with this offer or Sunrise in general as a carrier, please share here.    Thanks for reading.
		"	no particular reputation at present	Join Date: Jul 2011	Groaned at 0 Times in 0 Posts	sunrise mobile questions	roelli	Posts: 1
3096	22.07.2011, 17:32	Newbie	Thanked 2 Times in 2 Posts	Location: UK	" 
			
			The Centro router is indeed a Pirelli router in a fancy housing. As far as I know, the firmware ties it to Swisscom (the device is remote managed by the ISP).    
If you are technically inclined you can have a look there   for more information on how to tweak it.
		"	no particular reputation at present	Join Date: Jul 2010	Groaned at 0 Times in 0 Posts	Using a Swisscom router/modem abroad	jpsr	Posts: 7
3097	12.06.2009, 18:36	Senior Member	Thanked 123 Times in 76 Posts	Location: Geneve	" 
			
			I got a Sunrise prepay SIM, its like 1 CHF per day on the days you make calls (fixed line and sunrise mobile are included) unlike 80 rappen/hr with swisscom pre-pay   
Very happy with sunrise so far
		"	considered knowledgeable	Join Date: Apr 2009	Groaned at 4 Times in 3 Posts	Rebtel	pk01	Posts: 324
3098	null	null	null	null	"    Actually the balloons are only about half the size of an eggroll, each, and they usually swallow 100 in total.   
If only 99 come out... they've got bigger problems than constipation to worry about.   
And what this has to do with cybersquatting?  Why, the squating position, of course!
		"	null	null	null	Legality of cybersquatting in CH	guest	null
3099	07.09.2010, 17:53	Member	Thanked 57 Times in 33 Posts	Location: Basel	" 
			
			Can't talk about Sunrise, but my Cablecom internet seems to die whenever I am on Skype. The rest of the time it is awful, but the problem seems to become worse when I am using Skype. I'm not sure if it's the wifi router or the actual cablecom internet. Sorry I'm not much help, but you have my sympathy. I'm pulling my hair out because my parents are clueless about internet and don't understand why ""I go away"" when we talk on Skype.
		"	no particular reputation at present	Join Date: Jun 2008	Groaned at 2 Times in 2 Posts	sunrise internet connection and Skype woes	oferet	Posts: 118
3100	18.07.2011, 21:49	Newbie	Thanked 0 Times in 0 Posts	Location: Bern (Koniz)	" 
			
			The key point to be aware of is that you'll struggle to find a ""rolling contract"" of the type I suspect you're thinking of in Switzerland, as in a ""monthly rolling contract"". They are typically 12- or 24-month contracts, and if not cancelled in time roll into another 12 or more month contract.    
For a six-month stay, you should really opt for prepaid, i.e. pay-as-you-go. As others have said, details and prices are being discussed elsewhere on the forum.   "	no particular reputation at present	Join Date: Jul 2011	Groaned at 0 Times in 0 Posts	Moving to Switzerland...whats the best phone tariff to go on?	NatalieC	Posts: 3
3101	20.07.2011, 23:38	Member	Thanked 64 Times in 16 Posts	Location: Dietikon, Switzerland	" 
			
			I'm 35 so can't get that plan. I am near Zuerich and would like to be able to use text when I leave the country.
		"	considered knowledgeable	Join Date: Apr 2009	Groaned at 10 Times in 2 Posts	Want to buy a phone plan here and an Iphone, what is the best deal?	crfesi	Posts: 209
3102	16.07.2011, 07:38	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Zurich	"    Mine doesn't.   
Tom
		"	no particular reputation at present	Join Date: Aug 2009	Groaned at 0 Times in 0 Posts	Anybody actually brought US TV (NTSC) and did it work in CH (PAL) ?	miami77	Posts: 11
3103	17.07.2011, 18:38	Member	Thanked 15 Times in 13 Posts	Location: Meilen	" 
			
			also consider the network coverage over the country .. 
i believe orange is better in that respect ..
		"	no particular reputation at present	Join Date: Jun 2011	Groaned at 0 Times in 0 Posts	Prepaid iPhone - orange, talktalk or 20 min?	gc2011	Posts: 139
3104	19.07.2011, 14:56	Junior Member	Thanked 33 Times in 17 Posts	Location: India	"    Thanks peter! 
Sunrise it is then. We are buying one sim in Austria(lots of options there!) and for switzerland we will chose sunrise then!
		"	considered knowledgeable	Join Date: Jul 2011	Groaned at 7 Times in 5 Posts	Pre paid cell phone for 6 days	tsk1979	Posts: 85
3105	19.07.2011, 12:44	Newbie 1st class	Thanked 4 Times in 4 Posts	Location: France	" 
			
			Ok! 
I'll check this out! 
thanks!
		"	no particular reputation at present	Join Date: Jun 2011	Groaned at 0 Times in 0 Posts	TV bought in France	The Rock	Posts: 15
3106	18.07.2011, 21:23	Junior Member	Thanked 10 Times in 6 Posts	Location: Geneva	"    Mate have a look around the forum. Most of your questions have been answered already
		"	no particular reputation at present	Join Date: Jul 2011	Groaned at 0 Times in 0 Posts	Lost in Communication	MarkM	Posts: 50
3107	18.07.2011, 13:38	Member	Thanked 15 Times in 13 Posts	Location: Meilen	" 
			
			Excellent .. .so 
1) I've the English channels (know them) 
2) I keep an eye on some which have that symbol for 2 languages 
3) Pot luck - if I see a movie / TV show chance it might be in English too   
Great, cheers.
		"	no particular reputation at present	Join Date: Jun 2011	Groaned at 0 Times in 0 Posts	Cablecom Comfort - English Channels	gc2011	Posts: 139
3108	null	null	null	null	"    It's all very clearly explained by both providers. What is unclear is the earliest date you can quit the contract. Swisscom is clearer with the date you can quit. Cablecom is evasive.
		"	null	null	null	Beware when Changing from Swisscom to Cablecom	guest	null
3109	13.07.2011, 15:22	Newbie	Thanked 3 Times in 3 Posts	Location: Zurich	"    The period depends on the kind of service; I remember that highspeed internet and digiphone were handled differently.
		"	no particular reputation at present	Join Date: Oct 2010	Groaned at 0 Times in 0 Posts	Termination of contract	5ives	Posts: 9
3110	17.07.2011, 12:17	Senior Member	Thanked 217 Times in 88 Posts	Location: Aeugst Am Albis	"    Thanks. Seems to be quite old thread this one and with what I was reading lately these things have really come along over the last few years.   
Hopefully I can do away with my dustbin lid dish and get a smart new one which is a lot smaller   "	earned some respect	Join Date: Dec 2008	Groaned at 18 Times in 7 Posts	Flat sat for sky or freeview TV	OBone	Posts: 417
3111	16.07.2011, 22:01	Senior Member	Thanked 169 Times in 69 Posts	Location: near Schaffhausen	" 
			
			Hi, I am watching tv online via Cucirca   . It has a 72 minute limit on it and then you have to wait 30 minutes.    
It says by pressing play, then pause, waiting for the buffering to stop, go offline and then watch the episode you can avoid the 72 minute limit but somehow I can't get it to work, I do the above but then it still says I have reached the 72 minute limit. I am watching on a MacBook Pro.   
Any ideas?
		"	an excellent reputation	Join Date: Jan 2012	Groaned at 8 Times in 3 Posts	Watching online on Cucirca, avoiding 72 minute max	SwissAstrid	Posts: 479
3112	10.07.2011, 12:17	Newbie	Thanked 0 Times in 0 Posts	Location: zurich	"    No you can't get Cablecom everywhere in the country. Some Gemeinde do not provide Cabelcom the necessary franchise. Examples are the Glatt valley Gemeinden like Wallisellen, Opfikon, etc.   
Indeed Swisscom TV is an option, but is also dependent on local infrastructure, which is not ""certain"".
		"	no particular reputation at present	Join Date: Jul 2008	Groaned at 0 Times in 0 Posts	Help with Glatt.net vs cablecom etc..	Paul r	Posts: 2
3113	14.07.2011, 14:38	Forum Veteran	Thanked 780 Times in 336 Posts	Location: Basel-ish	" 
			
			but will the US iTunes prices go up?
		"	a reputation beyond repute	Join Date: Nov 2006	Groaned at 4 Times in 3 Posts	Swiss iTunes price drop shock	pat	Posts: 707
3114	13.07.2011, 11:28	Member	Thanked 122 Times in 46 Posts	Location: zurich	    	considered knowledgeable	Join Date: Jun 2006	Groaned at 1 Time in 1 Post	Android or Iphone?	timpy	Posts: 246
3115	13.07.2011, 00:27	Forum Legend	Thanked 11,249 Times in 6,381 Posts	Location: Verbier	" 
			
			Swisscom have just refunded me 319.85 due to a change of policy without informing me. 
I am over the border in DE / FR on a regular basis and receive mails etc. Last year I signed up for 2chf per MB however in December & without giving details with the invoice made a 24 hour deal of 7chf for 10 MB however by 1.1 MB your charged 7chf. 
I only realised as whilst in Basel near St Louis, my emails cost me 7 chf's, there is a problem with a mast so very little Swisscom signal.   
They have put me back on the 2chf per MB deal, however I won't be bothering as I can get internet in any country for 0.59 euro per MB with abroadband.
		"	a reputation beyond repute	Join Date: Apr 2010	Groaned at 210 Times in 182 Posts	Swisscom Changed data roaming charges	fatmanfilms	Posts: 13,945
3116	12.07.2011, 13:32	Member	Thanked 121 Times in 54 Posts	Location: Zurich Affoltern	" 
			
			that sounds like a good idea, but i can get use to change the place of the z for the y .... besides i like to write lying on the couch or the bed .. so the keyboard would get on the way of my lazyness    
on the other side if i have to writte  something more important and stand in the computer for several hours would be a good idea to have the extra keyboard
		"	considered knowledgeable	Join Date: Jun 2011	Groaned at 0 Times in 0 Posts	Mexican  Vaio Laptop screen ..kaput	Tj88	Posts: 144
3117	11.07.2011, 16:28	Forum Veteran	Thanked 1,023 Times in 509 Posts	Location: over here	" 
			
			Thanks a lot. This sounds really good. I will look it up and see if I can find something to suit my needs and within my budget,.
		"	a reputation beyond repute	Join Date: Mar 2008	Groaned at 10 Times in 10 Posts	Home Theatre System - Advice	TheWolverine	Posts: 1,222
3118	11.07.2011, 18:12	Forum Veteran	Thanked 1,324 Times in 700 Posts	Location: Far far away	"     congratulations... you are now a fully qualified IT engineer .. seems thats all they do...
		"	a reputation beyond repute	Join Date: Jan 2009	Groaned at 3 Times in 3 Posts	SKY BBC HD & BBC 1 HD problem	kevlegs	Posts: 2,180
3119	null	null	null	null	" 
			
			Glad to hear it, they do seem to be getting their act together, and praising threads now pop up more than complaints. Swisscom beware.
		"	null	null	null	Digital Phone and modem upgrade: praise for Cablecom	guest	null
3120	29.06.2011, 21:25	Senior Member	Thanked 226 Times in 141 Posts	Location: Greater Zürich Area	" 
			
			It might be hard to believe, but telemarketers are people as well  
People with an unfotunate and yes quite annoying profession. 
Politely decline whatever they are offering, say a quick goodbye and hang up before they can get a word in. 
No need to be rude, these people know the score, from 100 calls they are likely to get one positive lead. 
Its a hard way to make money and I wouldnt do it for quids. 
In my opinion being rude, juvenile or a smart ass says a lot more about yourself than the telemarketer...... 
(They are bloody annoying though)
		"	considered knowledgeable	Join Date: Jun 2008	Groaned at 5 Times in 4 Posts	Repeated Calls from 041 508 70 16?	carcharhinus	Posts: 484
3121	04.06.2009, 22:26	Forum Legend	Thanked 2,012 Times in 1,160 Posts	Location: Ostschweiz	" 
			
			No kidding. I'm almost afraid to buy a phone at this point.
		"	a reputation beyond repute	Join Date: Dec 2006	Groaned at 96 Times in 46 Posts	the HTC phone thread	dawiz	Posts: 4,027
