	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts
1011	02.05.2013, 11:23	Newbie	Thanked 0 Times in 0 Posts	Location: Basel	" 
			
			And there is a course with Evelyne starting this Friday. I'm also in Basel with an almost 3 months old lab puppy. She is the most adorable thing ever.    
She will be happy to meet a new friend   "	no particular reputation at present	Join Date: Oct 2012	Groaned at 0 Times in 0 Posts	Looking for a Retriever Puppy	CinnamonCola	Posts: 5
1012	02.05.2013, 19:06	Newbie	Thanked 19 Times in 2 Posts	Location: Bellevue	"    Do you know/can found out the name of the product?  It might help the OP to find it or something similar.
		"	no particular reputation at present	Join Date: Dec 2012	Groaned at 0 Times in 0 Posts	Finding a new home for a cat	sstorey86	Posts: 3
1013	27.03.2012, 16:21	Member	Thanked 191 Times in 67 Posts	Location: Bex	    Not to mention that all of the services (s)he is advertising are in the US.    	considered knowledgeable	Join Date: Aug 2010	Groaned at 4 Times in 3 Posts	Vacation to USA and Back to Switzerland with Dog	Shipsinbottles	Posts: 148
1014	18.04.2013, 16:56	Member	Thanked 148 Times in 76 Posts	Location: Wadenswil	" 
			
			I trained as a groomer last summer in Dublin as part of my big plan to ditch corporate life and open a quality boarding/grooming centre over here. I'm currently mid way through the new Swiss diploma in breeding/grooming/kennel management. All my Irish grooming colleagues agree that dogs act up much more when the owner is present during grooming. As an owner of rescue dogs myself, I would understand an owner's concerns and personally I would be willing to try grooming with the owner present but I do think it would be easier and quicker if the groomer is left alone with the dog. I also think any reasonable groomer should agree to divide the work to be done over a number of visits to get the dog comfortable with him/her and the environment
		"	considered knowledgeable	Join Date: Mar 2012	Groaned at 8 Times in 5 Posts	Dog Grooming Canton Schwyz (or Lake Zurich)?	stef3232	Posts: 150
1015	19.04.2013, 23:41	Newbie	Thanked 2 Times in 2 Posts	Location: Wetzikon,ZH	" 
			
			I went to Animalia clinic in Wetzikon,  250frc  and lili  is fine!    
Thank you all!
		"	no particular reputation at present	Join Date: Oct 2008	Groaned at 0 Times in 0 Posts	dog teeth extraction	Mary37	Posts: 8
1016	24.04.2013, 19:30	Member	Thanked 94 Times in 68 Posts	Location: Morges VD	" 
			
			Thank you meloncollie, I appreciate your advice. At the moment I am only looking to do the theory course but it maybe a while until we bring a dog into the home. I want to make sure have done this and looked at which dog is going to suit our family the best, what is involved as I have only ever had cats and small pets  in the past I will  look into the implication of who has ownership this was something I had not thought of.     
I am hoping that when we do purchase a dog my french will be better and easier to complete the practical side with a trainer but I think the online course would be better for me to have written information to keep as reference. Once i have done this then will contact the trainer as there is one in the village but she does not speak english.    
I still have a lot more research to do about costs insurances, vet costs, and any other associated costs before we buy a puppy   "	earned some respect	Join Date: May 2011	Groaned at 0 Times in 0 Posts	SKN theory	hayleyob	Posts: 249
1017	04.05.2013, 06:49	Senior Member	Thanked 187 Times in 103 Posts	Location: AG	" 
			
			She is awfully cute indeed.    
You don't pay MWSt on a family pet who has been living with you for some time, just as TexasLynette says - the dog is part of the 'household goods'. One only pays MWSt on a dog newly bought outside Switzerland and then imported here. You might be asked to pay an administrative fee for the customs fol-der-rol - IIRC we paid less than CHF 100 per dog at the airport upon arrival. (15+ years ago.)   
A similar discussion which might be of interest:    "	considered knowledgeable	Join Date: Jul 2011	Groaned at 10 Times in 4 Posts	VAT for imported dog?	TammieE	Posts: 287
1018	null	null	null	null	" 
			
			Thanks again Melloncollie for this amazing information  "	null	null	null	Interested in becoming a dog trainer ....	guest	null
1019	02.05.2013, 20:20	Forum Veteran	Thanked 1,073 Times in 463 Posts	Location: Vaud/Valais	" 
			
			And apparently there is a competition that you can suggest names for them, one boy, one girl.
		"	a reputation beyond repute	Join Date: Oct 2007	Groaned at 30 Times in 19 Posts	Baby Wolves, La Garene Zoo, Le Vaud	Merrylegs	Posts: 810
1020	01.05.2013, 20:34	Newbie	Thanked 5 Times in 4 Posts	Location: Zurich	    medium size and male not bitch.   Thank you!   	no particular reputation at present	Join Date: May 2013	Groaned at 0 Times in 0 Posts	Dog Swap for Holidays	kittikaljuste	Posts: 9
1021	02.05.2013, 18:04	Newbie	Thanked 0 Times in 0 Posts	Location: Zurich	" 
			
			NOW SHIPPING YOUR FAVORITE PET TO ANOTHER PART OF THE COUNTRY IS ONE OF THE VERY DIFFICULT JOBS. BECAUSE YOU DEFINITELY LOOK FORWARD TO THE MOST RELIABLE ONE. ONE OF THEM IS  . HERE YOU CAN FIND ALL THOSE RELIABILITIES TO SHIP YOUR PET AS WELL AS THE SHIPPING COST. ALL THE INFORMATION IS AVAILABLE THERE.
		"	no particular reputation at present	Join Date: May 2013	Groaned at 0 Times in 0 Posts	pet shipping prices	waverlb	Posts: 1
1022	null	null	null	null	" 
			
			PM sent  "	null	null	null	Wanted: Dog Sitter in Zurich for 4 days	guest	null
1023	02.05.2013, 13:54	Forum Legend	Thanked 5,664 Times in 2,771 Posts	Location: Kanton Neuchatel	" 
			
			So finally we are getting our pooch next week! It is a Berner Sennenhund and right now he is 4 months old. 
We would like to find someone that could look after our dog one/two days a week when we are out. Anyone out there who has experience with dogs, has appropriate training please contact me via PM.   
Thanks
		"	a reputation beyond repute	Join Date: May 2009	Groaned at 114 Times in 94 Posts	Looking for dog sitter in/near Neuchatel area	Angela-74	Posts: 5,739
1024	01.05.2013, 19:19	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Horw, Switzerland	"    You don't mean ""if"", you mean ""when"" you move with our dog. It sounds like  your children would be devastated if the dog was not part of the move.  
What breed is your dog? Luzern is very dog friendly. I am certain you will find an arrangement for your dog. Veterinarians can often recommend a kennel or a dog sitter. The price can vary depending on the size of the dog. We get a ""group"" rate as we have 3 dogs but one of the kennels has a ""suite"" they can all share.
		"	no particular reputation at present	Join Date: Nov 2012	Groaned at 0 Times in 0 Posts	Leaving pet	Jennyy	Posts: 12
1025	30.04.2013, 22:26	Newbie	Thanked 5 Times in 1 Post	Location: zurich	" 
			
			indeed your vet will do everything for you (at a reasonable cost too). Worming for a puppy should be done monthly, don't forget ticks and flea treatment on a regular basis.   
and you've saved a puppy that could be still in a store, we avoid certain pet stores in Italy because they have these animals in them.   
Are you going to crate train? I'd recommend this for your sleep to be good. My puppy is 1 tomorrow and benefitted from it.   
and follow the advice of your vet. Don't rush your first few consultations.
		"	no particular reputation at present	Join Date: Apr 2013	Groaned at 0 Times in 0 Posts	Advice needed, puppy passport and registration!!	Fred31	Posts: 2
1026	27.03.2009, 15:20	Junior Member	Thanked 5 Times in 5 Posts	Location: Uster	"    Turfing is much more expensive than seeding and minimum quantity is a problem. I got round that by contacting a local gardening firm. They were quite happy to piggy back my little order onto a bigger landscaping project they were doing somewhere else and they laid the turf. It might be worth calling around.
		"	no particular reputation at present	Join Date: Jul 2008	Groaned at 0 Times in 0 Posts	Dogs and Yellow Grass	monkeynose	Posts: 30
1027	04.10.2010, 21:32	Forum Legend	Thanked 6,078 Times in 2,378 Posts	Location: In the kitchen at parties.	" 
			
			My first degree was in animal husbandry.               
Until they caught me at it.          
Credit to Tom Lehrer for that line  "	a reputation beyond repute	Join Date: May 2010	Groaned at 212 Times in 126 Posts	Sex and dogs...	Upthehatters2008	Posts: 4,579
1028	06.09.2012, 00:40	Forum Legend	Thanked 5,428 Times in 2,510 Posts	Location: Basel	" 
			
			This also needs a bump.   "	a reputation beyond repute	Join Date: Jul 2009	Groaned at 163 Times in 128 Posts	Teens and Dogs	Peg A	Posts: 4,435
1029	03.02.2013, 19:11	Senior Member	Thanked 259 Times in 106 Posts	Location: Vancouver, Canada	" 
			
			We used pooch pads. I have never seen them sold here. We bought them in Asia and they were imported from the US.   
They are highly absorbent and can be washed over and over.
		"	earned the respect of many	Join Date: Sep 2010	Groaned at 6 Times in 5 Posts	Crate pads for dog crate	caninsui	Posts: 273
1030	28.04.2013, 19:51	Newbie	Thanked 0 Times in 0 Posts	Location: Geneva	"    International - i have ever kept freshwater fish so i knw the do n dont for there care bt i m unaware regarding salt water fish. 
Thanks for the links, ill will definitely chk it.
		"	no particular reputation at present	Join Date: Apr 2013	Groaned at 0 Times in 0 Posts	wanted Aquarium Fish & Fish tank	HemsK	Posts: 4
1031	28.04.2013, 23:35	Newbie	Thanked 9 Times in 3 Posts	Location: Zurich	" 
			
			Looking at the Tierdatenbank,   , there are 3 listings for kittens under 6 months old.    
One listing is a litter of 5 kittens from a farm, currently in the Jura. The other two are from the Nagerstation (in Obfelden, ZH), who do not list individual kittens on the database, but rather would prefer that interested parties contact them. This is for a good reason:   
""Wir suchen laufend gute Katzenplätze zu verantwortungsvollen Tierfreunden. Wir möchten gerne Menschen ansprechen, die nicht auf JöBilder abspringen, sondern die Fähigkeit haben und bereit sind, eine tiefe Beziehung zu einer Katze aufzubauen. Bitte schreiben Sie uns und wir schicken Ihnen gerne den Fragebogen, damit wir sehen, ob wir zur Zeit ein in Ihr Umfeld passenses Büsi haben. wir würden uns sehr freuen von Ihnen zu hören.""   
If looking for a young kitten, contact them in the first instance to fill out their questionaire.   
Several Tierheim prefer to work this way, TSB in Basel off the top of my head, does the same.   
See also the links posted by Prof. Taratonga in post #6 on this thread:     
Good luck with your search!
		"	no particular reputation at present	Join Date: Apr 2013	Groaned at 2 Times in 1 Post	Want to adopt a kitten	ButterSeal	Posts: 5
1032	28.04.2013, 19:47	Newbie	Thanked 0 Times in 0 Posts	Location: Geneva	" 
			
			Hi All,   
Can anyone help me with a good aquarium store in Geneva region?    
I am new here i want to buy fish tank n few fishes in different varieties may b tropical fish   
T&R 
Hems
		"	no particular reputation at present	Join Date: Apr 2013	Groaned at 0 Times in 0 Posts	wanted Fish & Fish tank	HemsK	Posts: 4
1033	11.03.2013, 20:40	Forum Veteran	Thanked 1,073 Times in 463 Posts	Location: Vaud/Valais	"    After doing some research on this site, I found out that it's a scam. They're just trying to rob your money by tugging at your heart strings.
		"	a reputation beyond repute	Join Date: Oct 2007	Groaned at 30 Times in 19 Posts	Helping Animals - Actuanimaux.com	Merrylegs	Posts: 810
1034	23.04.2013, 12:20	Member	Thanked 258 Times in 111 Posts	Location: Glarnerland	      	earned the respect of many	Join Date: Sep 2011	Groaned at 0 Times in 0 Posts	10 Canine Commandments	bluecat74	Posts: 197
1035	13.08.2010, 20:10	Forum Legend	Thanked 16,111 Times in 5,288 Posts	Location: SZ	" 
			
			Just a reminder for all who have added a dog to the family after 1 Sept 2008:    
The transitional period for obligatory training classes (the Sachkundenachweis - SKN), required now under the TschV, comes to an end 1 Sept 2010. After that date, the local authorities can ask you to prove that you have taken the course, and might issue a fine if you are not compliant.     
So if you have not yet taken the course(s), best get going!      "	a reputation beyond repute	Join Date: Sep 2006	Groaned at 18 Times in 17 Posts	Reminder: The SKN Transitional Period	meloncollie	Posts: 7,687
1036	22.04.2013, 08:53	Junior Member	Thanked 4 Times in 2 Posts	Location: Zug, Switzerland	"    If you live in an apartment, tip it over the balcony; and if you live in house, over the neighbours hedge .......... or don't wait until you have a bulk load and get rid of it in dribs and drabs in brown sacks from, and then into the Robidog. 
Last I heard, is that there is no inspection of contents for authenticity.
		"	earned some respect	Join Date: Sep 2011	Groaned at 1 Time in 1 Post	Cat litter disposal.	Trickett	Posts: 34
1037	04.12.2012, 19:43	Newbie 1st class	Thanked 7 Times in 5 Posts	Location: England	" 
			
			It's pretty easy to feed raw here. We get our meat from Carmello's at the Slaughter place near the Letzigrund.    
We have a freezer, so we get about 30 kilos at a time. We feet mostly heart meat, chickens and stinky tripe, sometimes sardines. You can also get your organs there, livers, kidney, esophogus... Watch out because he'll try to unload a giant bag of sawed up bones on you for free. Those can be dangerous. Our dog loves the the pork tails.    
I've seen packages of raw meat in Qualipet, but at ridiculous prices and it's probably minced or cooked anyway. When in a pinch, I just get the MBudget chickens from Migros.
		"	no particular reputation at present	Join Date: Sep 2012	Groaned at 0 Times in 0 Posts	Are there any Raw food sellers in Switzerland?	Symone	Posts: 23
1038	17.04.2013, 08:41	Member	Thanked 245 Times in 74 Posts	Location: Winkel(Zurich)	"    Come on Caviarchips...not very mod-like. 
No need to bring yourself down to that level I would have thought.
		"	a reputation beyond repute	Join Date: Jun 2009	Groaned at 7 Times in 4 Posts	Seeking someone that is flying to Los Angeles to accompany my cats...	darrylmitchell	Posts: 183
1039	19.04.2013, 13:17	Junior Member	Thanked 31 Times in 22 Posts	Location: Zurich	" 
			
			I just moved to Bassersdorf and I'm looking for a catsitter to visit my 2 kitties every once in a while over a weekend or sometimes longer.   
Thanks, 
celine
		"	made some interesting contributions	Join Date: Jun 2009	Groaned at 0 Times in 0 Posts	catsitting in Bassersdorf	moongoddess	Posts: 99
1040	null	null	null	null	" 
			
			Was just chatting to a friend in the US, whose dog is on Anipryl (L-Deprenyl) for canine cognitive disfunction.    
Took a peek at Vetpharm, looks like the drug is Selegiline here.   
However, googling further, Anipryl is one of the older drugs used to treat pituitary Cushings... so whether it would appropriate for your dog (is he now on Vetoryl?) is something that would need to be carefully discussed with your vet.       
I don't have personal experience with this drug, however.   
---   
Also, there is some thought that anti-oxidants might help.           
Again,something to discuss with your vet.     
Wishing your guy all the best.
		"	null	null	null	I think my dog is going senile	guest	null
1041	16.04.2013, 17:46	Newbie 1st class	Thanked 15 Times in 7 Posts	Location: Kanton Zürich	" 
			
			Hi all the animal lovers!  
I am quite new in Schaffhausen and me and my boyfriend we have two classic persian cats-a snowwhite 8 months old boy (our little baby  ) and a female brown tabby, 19 months old. They are both well behaved, indoor cats (love our balcony), have all the health checks/vaccines/documents... So if you would like to ever exchange pet sitting-then it would be very nice...  
I've had all the pets you can imagine in the past and I have a lots of experience with them... Had many cats, a dog, guinea pigs, hamsters, a rat, rabbits and the list goes on, hahaa  . I might travel with my man maybe in June or July and if anyone is available then I don't have to drag my poor kitties with me... 
And ofcourse-I will return the favor!  
Thanks...   "	earned some respect	Join Date: Oct 2011	Groaned at 6 Times in 3 Posts	Anyone wants to exchange pet sitting in SCHAFFHAUSEN?	Lysse	Posts: 14
1042	09.04.2013, 22:35	Forum Legend	Thanked 3,563 Times in 1,463 Posts	Location: Zug	" 
			
			Drugs? What drugs?      "	a reputation beyond repute	Join Date: Oct 2009	Groaned at 32 Times in 24 Posts	Is painkiller dangerous for a dog?	MacGregor's Daughter	Posts: 3,187
1043	12.04.2013, 13:36	Newbie 1st class	Thanked 3 Times in 3 Posts	Location: Basel	" 
			
			Does anyone have a recommendation for a good vet specialized in rabbits, in the Basel/Binningen area?    
I recently got a 4-month old rabbit, and I would like to have her checked by the vet, made sure she is healthy, given any vaccinations, etc.   
Later on, I would also like to have her neutered, since this prevents uterine/ovary cancer in female rabbits.   
Thanks in advance for your suggestions   "	no particular reputation at present	Join Date: Feb 2013	Groaned at 0 Times in 0 Posts	Good vet for Rabbit in Basel/Binningen Area	sakura7	Posts: 28
1044	28.02.2013, 00:40	Forum Veteran	Thanked 421 Times in 196 Posts	Location: Zurich	" 
			
			Sam, are you looking for a shelter as in a kennel which houses homeless animals for adoption, or  a shelter as in a kennel offering holiday care for your own pet?   
The word Tierheim can mean both... and some Tierheim fulfill both functions.   
So a little more info might help us give you better answers.
		"	earned the respect of many	Join Date: Jun 2011	Groaned at 21 Times in 12 Posts	Pet shelter?	sam ali	Posts: 647
1045	11.04.2013, 16:20	Forum Veteran	Thanked 527 Times in 252 Posts	Location: near Langenthal, BE	" 
			
			Your cat will also need to be examined by the vet here if it travels via cargo, so double check they are working if your cat will arrive on a Sunday. Ours came in at 6:10 am on a Saturday and we had to wait until 10 am for the vet to arrive (no one told us beforehand so we had lots of time getting to know the airport).
		"	earned some respect	Join Date: Jan 2013	Groaned at 1 Time in 1 Post	Organizing flight for cat?	swisscanmom	Posts: 613
1046	13.03.2012, 22:49	Newbie	Thanked 0 Times in 0 Posts	Location: Scotland	    Too late.  That was last year.   	no particular reputation at present	Join Date: Mar 2012	Groaned at 0 Times in 0 Posts	Greetings from Scotland.	dr del	Posts: 1
1047	11.04.2013, 01:30	Forum Veteran	Thanked 168 Times in 114 Posts	Location: Zurich	" 
			
			Hey! 
I have two cats (persians: one male,!one female) and I love cats (had them all my life) and all the animals... I do know a lot about cats but have no experience with this medication  (I do give my female cat certain bills sometimes, in order to stop her heat).But I could look after your cats while you travel, etc...Only thing that I live in Schaffhausen... I could travel to Zurich, if you are willing to pay the travel expences... 
Pm me, if you are interested... 
Regards   "	earned the respect of many	Join Date: May 2005	Groaned at 2 Times in 1 Post	[zurich] cat sitter with experience in giving pills	Nanda	Posts: 813
1048	14.09.2012, 23:49	Unbridled Mod	Thanked 13,064 Times in 5,206 Posts	Location: Town or region	" 
			
			I don't have pets, but I do notice that I seem to be hungrier in the fall. I wouldn't be surprised if we've been designed/evolved to pack on a few pounds before the cold comes.
		"	a reputation beyond repute	Join Date: Dec 2009	Groaned at 571 Times in 369 Posts	Animal behavior predicting harsh winter?	lost_inbroad	Posts: 10,213
1049	09.04.2013, 10:32	Junior Member	Thanked 53 Times in 36 Posts	Location: England	" 
			
			Does it look anything like  ?   
My old tank with some 300+ guppies (yeah it was a huge tank) suffered an outbreak that ended up taking the lives of the vast majority. So be careful.
		"	considered knowledgeable	Join Date: Nov 2010	Groaned at 0 Times in 0 Posts	Fish with white spot	MKKara	Posts: 96
1050	04.01.2011, 11:37	Newbie 1st class	Thanked 10 Times in 2 Posts	Location: Basel	" 
			
			Hi, here is (was) our dog trainer's details:     
Socinstrasse 45 
4051 Basel 
Tel. P. 061 271 72 36 
Natel 079 699 52 45   
We have a ridgeback, imported from England 3 years ago. Being in the countryside all his life, he had problem living in a city with all those trams and buses. The fact that he was a ridgeback makes it worse. Then my husband got depression and could no longer deal with this little terror. So we went to a vet, who introduced Martin to us.   
Martin was excellent, speaks very good English, and charged amazingly low price (30 chf per session, the length of the sessions depends on what the dog needs, from 30 min to 2 hours). It wasn't really the money that matter to him, it is the dogs. He is a great guy! (Although 3 years on, the price may be different now).    
Good luck!
		"	no particular reputation at present	Join Date: Nov 2010	Groaned at 1 Time in 1 Post	English-Speaking Dog Trainer for Mandatory Classes in Basel	baselboo	Posts: 20
1051	06.04.2013, 18:52	Forum Veteran	Thanked 1,733 Times in 510 Posts	Location: Scottsdale, USA/Geneva CH	"    22.3.69 - yep Saturday night fun has never been as good.   
I also remember him doing two little boys ....... but that's probably not for a public forum.  "	a reputation beyond repute	Join Date: Jun 2012	Groaned at 15 Times in 9 Posts	3 legged dog	Desert Rat	Posts: 713
1052	06.04.2013, 14:10	Newbie 1st class	Thanked 8 Times in 5 Posts	Location: Zürich	"    I used to feed the birds year round, as I love watching them while I'm out in the garden.    
Last summer, though, I followed the specialists' advice and stopped feeding the birds come summer. And yes, they did indeed find their own foodstuffs... the berries, cherries, apples and pears I had worked so hard to grow.  My little feathered friends beat me to the harvest, every time - something they had not done in years past.   
Haven't quite decided what to do this year - whether to give up gardening or bird watching.    
But given that it snowed yesterday, I can still feed the birds with a clear conscience.
		"	no particular reputation at present	Join Date: Jul 2012	Groaned at 0 Times in 0 Posts	Wild bird food	CupOfTea	Posts: 16
1053	05.11.2012, 07:32	Forum Veteran	Thanked 2,209 Times in 996 Posts	Location: Baden region	" 
			
			Hello there,   
i'm selling one. Is brand new, i bought it for my rabbit but after a week that it used it, they told me that pets are not allowed in the building and i had to bring him back to Italy, but the cage is too big for me to transfer and is a pity because is realy good for small rabbits and now i have to buy another one in Italy. I live in Basel, the dimensions are: L118xW55,8xH51,5, i bought it 200chf, but i can sell it for 150chf. If you are intersting i can send you fotos.   
ps: i have also all the equipment   
Have a nice weekend
		"	a reputation beyond repute	Join Date: Nov 2007	Groaned at 10 Times in 9 Posts	Looking for a Rabbit hutch	Rangatiranui	Posts: 2,052
1054	04.04.2013, 21:43	Forum Legend	Thanked 22,599 Times in 10,195 Posts	Location: Neuchatel	" 
			
			I had to Google 'Gatsby VAC advert' and found it - but couldn't copy it. It is currently running on UK TV  "	a reputation beyond repute	Join Date: Sep 2010	Groaned at 386 Times in 287 Posts	Our dog is the star of the new VAC advert :)	Odile	Posts: 19,655
1055	02.04.2013, 12:02	Newbie	Thanked 0 Times in 0 Posts	Location: Winterthur	" 
			
			Wow, so many expats in Winti - must get out more
		"	no particular reputation at present	Join Date: Apr 2013	Groaned at 0 Times in 0 Posts	Dog Sitters in Winterthur	temmequedaniels	Posts: 2
1056	03.04.2013, 00:31	Newbie	Thanked 0 Times in 0 Posts	Location: Basel	" 
			
			pm sent.
		"	no particular reputation at present	Join Date: Jan 2011	Groaned at 0 Times in 0 Posts	Looking for dog sitter in Basel	chechar	Posts: 1
1057	18.03.2013, 11:08	Junior Member	Thanked 18 Times in 12 Posts	Location: Zurich	" 
			
			Hey there, 
I would love to offer you my services. 
I'm free on Mon-Wed-Fridays and sometimes over the weekend. 
Please contact me to discuss the details. 
Greetings, 
Bert
		"	no particular reputation at present	Join Date: Aug 2010	Groaned at 0 Times in 0 Posts	Dog Walkers in Seefeld/Zurich area	Zarzar	Posts: 55
1058	25.03.2013, 17:59	Member	Thanked 103 Times in 48 Posts	Location: Wadenswil	"    Our Vet recommend the Royal Canin veterinary approved kitten version; what upsets me is the loose regulation of pet food in Canada, the Feds only inspect Canadian-made pet food which is set to leave Canada and pet food entering Canada, however if the pet food is only manufactured in Canada for sale inside Canada, the Feds do not regulate it. So I guess, the best solution is to find a pet food that is made in Canada for markets inside and outside the country or a pet food made in a US state which regulates the manufacturing of pet food (Illinois, Washington, Minnesota, Pennsylvania)
		"	considered knowledgeable	Join Date: Apr 2012	Groaned at 0 Times in 0 Posts	Selina dry cat food from migros	LilyLoo	Posts: 156
1059	13.06.2012, 16:37	Member	Thanked 107 Times in 67 Posts	Location: Der Schweizer Mittelland	"    No - they couldn't, as they've already been.
		"	earned some respect	Join Date: Apr 2012	Groaned at 0 Times in 0 Posts	Travelling to Europe Beaches	TheLaughingCow	Posts: 146
1060	26.03.2013, 21:28	Junior Member	Thanked 33 Times in 26 Posts	Location: Zürich	" 
			
			Hi!   
I am free over the Easter if someone needs a dog sitter. I love dogs and live in Zurich. Since my own dog is still in Sweden and I miss him a lot I want to take the opportunity to help someone else.
		"	no particular reputation at present	Join Date: Apr 2010	Groaned at 0 Times in 0 Posts	Anyone need a dog sitter over Easter	nygnel	Posts: 59
1061	22.03.2010, 17:46	Newbie 1st class	Thanked 11 Times in 4 Posts	Location: Dallikon	" 
			
			I thought around Easter you can only buy Osterhase shoggis, and not real ones  "	no particular reputation at present	Join Date: Nov 2009	Groaned at 1 Time in 1 Post	ADVICE WANTED - buying a Rabbit	geraldinekneale	Posts: 22
1062	06.02.2013, 09:08	Junior Member	Thanked 39 Times in 15 Posts	Location: Züri	"    She clearly said only on weekends as she is working during weekdays    
What's the confusion about?
		"	become a little unpopular	Join Date: Jul 2010	Groaned at 9 Times in 4 Posts	Free dog sitting service	chill_lee	Posts: 78
1063	11.03.2013, 18:25	Newbie	Thanked 1 Time in 1 Post	Location: Zurich	" 
			
			Hi all:   
I know of 2 horses available now; you can PM me for details, stall visit.   
Please serious inquiries only.  This is intended for those willing to commit to 1-2 days each week in order to build up a bond with the horse.     
This is not a reitschule but private stall and by owner only.  You will need to have the appropriate insurances for CH which will be checked.   
Cat  (5+ years horse owner in CH)
		"	no particular reputation at present	Join Date: Jan 2011	Groaned at 0 Times in 0 Posts	Looking for a horse share/exercising (Reitbeteiligung)	EmilySz	Posts: 8
1064	23.03.2013, 02:32	Forum Legend	Thanked 3,229 Times in 1,309 Posts	Location: What's it to you?	"     
If you ask Abby, maybe she will let you accompany her in the Bar at the Palace Hotel in Lucerne.        "	a reputation beyond repute	Join Date: Jun 2007	Groaned at 98 Times in 68 Posts	Yappy Hour Bark & Brew...but not here :(	Snoopy	Posts: 2,649
1065	12.08.2011, 15:48	Member	Thanked 108 Times in 58 Posts	Location: London	" 
			
			well it will be an invisible fence......so.... 
We used it at my home in Belgium and after 2 shocks they know where they can go. It is not like the dog gets shocked 20 times a day. The thing beeps 3 times first and that is how you train them. The purpose of the fence IS training and safety for both you, your dog, and other people walking by. And the shock really is very minimal (Yes tried on myself)    
If you want it just get it. It really does work wonders and imho is a great addition to any house.
		"	earned some respect	Join Date: Mar 2011	Groaned at 0 Times in 0 Posts	Electric Fence/Collar for Dog	Swisswife	Posts: 212
1066	null	null	null	null	" 
			
			RIP Simba. So sorry for your loss, prof.
		"	null	null	null	Simba has gone	guest	null
1067	07.03.2013, 12:15	Junior Member	Thanked 3 Times in 3 Posts	Location: Zurich	" 
			
			I suggest Goldenway.  
Here are the clippers:    
Cheers!
		"	no particular reputation at present	Join Date: Sep 2012	Groaned at 0 Times in 0 Posts	Where to buy clippers for my dog?	amerswis	Posts: 40
1068	07.03.2013, 14:04	Newbie 1st class	Thanked 7 Times in 5 Posts	Location: England	" 
			
			With the alcohol pads, hydrogen peroxide is one of the most important things.
		"	no particular reputation at present	Join Date: Sep 2012	Groaned at 0 Times in 0 Posts	What do you think should be in a pet first aid kit, and where to buy?	Symone	Posts: 23
1069	17.03.2013, 20:25	Junior Member	Thanked 7 Times in 7 Posts	Location: Meilen, lake zurich	    Totally agree!  	no particular reputation at present	Join Date: Nov 2009	Groaned at 1 Time in 1 Post	Looking for a dog to adopt or buy	SUE ROWLINSON	Posts: 50
1070	06.03.2013, 14:49	Newbie 1st class	Thanked 21 Times in 15 Posts	Location: Staefa	" 
			
			What dates?  
I live in Meilen!
		"	considered unworthy	Join Date: Nov 2012	Groaned at 5 Times in 4 Posts	Dog sitter for a week in April	Patagonia	Posts: 21
1071	16.03.2013, 12:14	Newbie 1st class	Thanked 20 Times in 8 Posts	Location: Stäfa, Switzerland	" 
			
			My vet was also extremely sympathetic when the time came to put Susie to sleep.  He also arranged her private cremation, and I received Susie's ashes about 3 days later.  Dr C is an excellent vet, but his handling of what is always a difficult, delicate situation, was truly exemplary.
		"	considered knowledgeable	Join Date: Mar 2011	Groaned at 0 Times in 0 Posts	Question about putting my dog to sleep...	kargatorfan	Posts: 16
1072	25.01.2013, 08:40	Senior Member	Thanked 421 Times in 183 Posts	Location: Thurgau	" 
			
			I have had a lot of algae problems with my tank, and I've got a timer on the light, and cut it right back so that it goes on from 7-9am and from 5-8pm. The reason for this is that it's when we 'enjoy' our tank. Otherwise, the fish seem to cope fine with natural daylight and the algae is no longer a problem...
		"	an excellent reputation	Join Date: Aug 2011	Groaned at 6 Times in 5 Posts	Algae problem in fish tank	TexasLynette	Posts: 365
1073	null	null	null	null	"    Nothing makes sense. The dogs that are to be walked are not those left there when owners are on holiday. We have left our dogs there and they are not walked. The dogs to be walked are homeless, for a variety of reasons. I would proceed with caution here if one is to volunteer. I am not sure it is a very good idea to bring a young child along either.
		"	null	null	null	Swiss Tierheims [Animal Shelters) - the insights	guest	null
1074	14.03.2013, 18:53	Junior Member	Thanked 46 Times in 19 Posts	Location: Zurich	"    This unfortunately is the true with the majority of cats we should runa competition for who can run over then most cats ina week
		"	considered knowledgeable	Join Date: Jun 2006	Groaned at 0 Times in 0 Posts	Neighbours allowed dog but we cant have cat!	swisscathal	Posts: 67
1075	13.03.2013, 23:07	Forum Veteran	Thanked 1,164 Times in 442 Posts	Location: Kilchberg ZH	" 
			
			We got our female schnauzer spayed at 6 months.  No worries, no problems and the vet was great.  She just couldn't have activities for 10 days.  Stitches out, no problem.  We did it because schnauzers are a highly active breed, and it calms them.  Also, females are more likely to get cancer the longer it goes on not to get spayed.  Don't know about males.   
And I don't think it is popular en suisse, because I could never understand when we met other dogs why the owners asked me if I have a male or female before they could greet each other. I think it is because they don't tend to get their dogs fixed.  We had no problem and it didn't change her personality either.
		"	a reputation beyond repute	Join Date: Sep 2009	Groaned at 23 Times in 8 Posts	Dog Castration	Susan57	Posts: 886
