	date	exp	groaned	location	post	reputation	since	thanked	thread	user	user_posts
4212	06.10.2011, 17:30	Forum Veteran	Thanked 619 Times in 271 Posts	Location: basel	" 
			
			Speak to Moishie     Zurlindenstrasse 218a 
8003 Zürich  
Telefon Geschäft 043 810 55 00   
He speaks excellent english (his grandmother lived in London) - and is IMHO the best place to go in Zurich for cheap cars. If he likes what he sees he'll buy it off you - or give you an idea of how much the MFK will cost!
		"	earned the respect of many	Join Date: Jan 2008	Groaned at 20 Times in 13 Posts	Car dealers 'for export'	ipoddle	Posts: 757
4213	17.01.2012, 23:50	Newbie	Thanked 0 Times in 0 Posts	Location: Zuerich	" 
			
			Thank you all for all your (literally) valuable information. I'm really impressed with this forum!    
It looks like I'm going to have to bite the bullet on 3 tickets very soon, if at all!
		"	no particular reputation at present	Join Date: Jan 2012	Groaned at 0 Times in 0 Posts	Air Fares to US in Summer	kleinsound	Posts: 5
4214	18.01.2012, 21:01	Forum Veteran	Thanked 778 Times in 390 Posts	Location: Fehraltorf / ZH	" 
			
			It sounds horrendous, but it's been the same fee of CHF 40 for God knows how many years and as Sbrinz says, it is for a whole year and covers the whole motorway system.  Compare that to crossing the Queen Elizabeth bridge for a year - say 250 days at £1.50 = £375 for a bridge that is only around 2 miles long.  And that £1.50 is only for a one way trip!  Plus you know that in Switzerland the money is going on the roads, in the UK it just goes into a central kitty.  So, in which country do you feel like you're being ripped off?   
They have thought about the tourists too as they're proposing to keep the CHF 40 as a two month pass for tourists to buy when they drive over.
		"	a reputation beyond repute	Join Date: Mar 2010	Groaned at 30 Times in 24 Posts	Higher motorway access fees?	cdcdoc	Posts: 794
4215	03.10.2011, 17:06	Junior Member	Thanked 8 Times in 7 Posts	Location: Zurich	"     You beat me to it.
		"	earned some respect	Join Date: Oct 2010	Groaned at 0 Times in 0 Posts	Winter tyres- who fits them in Zurich?	ShazzaMcGowan	Posts: 44
4216	18.01.2012, 09:56	Member	Thanked 91 Times in 52 Posts	Location: Lovely Alsace	" 
			
			Yesterday morning it was exacerbated by an accident just outside the Basel Badischer Bahnhof.  My normal 15-minute commute took almost an hour.   
This morning traffic was heavy, but flowing reasonably well.  The extra traffic probably added no more than 5 minutes to my journey time.
		"	made some interesting contributions	Join Date: Jun 2011	Groaned at 1 Time in 1 Post	Bad traffic on A2/A3 into Basel due to Swissbau Trade Fair	ng1412	Posts: 137
4217	17.01.2012, 20:02	Newbie	Thanked 0 Times in 0 Posts	Location: Currently UK	" 
			
			You know this is what I was thinking to, I remember my Father buying his VW from Germany 10 Years ago a RHD Golf GTi and saved a fair amount...but it appears to be the other way round now!! Checking the price/spec in Germany, UK, CH and the US the US and UK seem to be loads cheaper than CH and quiet a bit cheaper than Germany too.  The US though doesn't do the model I'm looking for so can't compare 100% also they dont seem to be as well specced as the UK cars either!! So with the hassel of getting one over from the US I really dont see the point of it....think I'm mangaging to convince myself into it the more I talk about it!! Just supprised there's not about UK on here compared to buying a US car....feel like I'm missing something really obvious as the saving is around £14000 or 17000 buying the car in the UK!!
		"	no particular reputation at present	Join Date: Jan 2012	Groaned at 0 Times in 0 Posts	LHD BMW/Audi From Elsewhere.....	Swiss Tone	Posts: 3
4218	14.01.2012, 11:28	Member	Thanked 37 Times in 26 Posts	Location: Winterthur	" 
			
			Looks like nobody knows/cares... Please help newbie with this simple question!
		"	earned some respect	Join Date: Dec 2011	Groaned at 1 Time in 1 Post	Temporary car import 15.30/18.44 ?	kkmm	Posts: 117
4219	17.01.2012, 13:49	Newbie 1st class	Thanked 20 Times in 7 Posts	Location: zurich	" 
			
			Anyone happen to be driving from DE on 27th around midday to ZH and or back from ZH to DE on 31st?   
Very small chance but never know, please let me know by PM will subsidise fuel etc.   
Thanks
		"	no particular reputation at present	Join Date: Jun 2009	Groaned at 1 Time in 1 Post	Lift from Kassel or Goettingen DE to ZH	swissmiss24	Posts: 23
4220	16.01.2012, 23:25	Newbie 1st class	Thanked 3 Times in 3 Posts	Location: Zurich	" 
			
			Hi,   
I will be driving in a van to the UK on the 25th Jan. The van is currently empty so if you have something you need to get to the UK, please get in touch! I can drop things off around the Kent - Sussex stretch or organise a change in a lay by for anyone outside of this area.   
Cheers,   
Tumpe
		"	no particular reputation at present	Join Date: Jul 2011	Groaned at 0 Times in 0 Posts	Van space Zurich to UK (25th Jan 2012)	Tumpe	Posts: 19
4221	16.01.2012, 09:48	Member	Thanked 20 Times in 8 Posts	Location: Somewhere in the US, formerly	"    How dare the police ask Tupac for his ticket? remember that song n**** I hit em up??
		"	considered unworthy	Join Date: Sep 2010	Groaned at 47 Times in 22 Posts	I got ticket for Bus!	Tupac	Posts: 135
4222	15.01.2012, 19:58	Junior Member	Thanked 7 Times in 3 Posts	Location: UK	" 
			
			IIRC, there are sockets above each headrest on the IR 2nd class.
		"	made some interesting contributions	Join Date: Dec 2011	Groaned at 0 Times in 0 Posts	Charging A Laptop On the Train	shaya	Posts: 33
4223	14.01.2012, 23:25	Junior Member	Thanked 4 Times in 3 Posts	Location: Adliswil, Switzerland	" 
			
			That'd be the less wealthy countries I mentioned.    Diesel is more expensive than petrol in the UK as well.
		"	no particular reputation at present	Join Date: Dec 2011	Groaned at 0 Times in 0 Posts	6 people in a 5 seater allowed?	KCUSA	Posts: 46
4224	13.01.2012, 07:48	Newbie 1st class	Thanked 15 Times in 7 Posts	Location: LU	" 
			
			The challenge that the OP's friend has is that everyone and their mother is using the spot so the normal ""leave a note"" idea is not really going to do it. You call spend all of your time calling the tow company as well.   
As a couple of people have mentioned, you need to physically protect the spot. That means a chain across it or one of the pop-up/down metal triangles. Anything else is a waste of time.   
You can buy the metal triangles from Coop Brico.
		"	considered a nuisance	Join Date: Mar 2011	Groaned at 20 Times in 5 Posts	How to fight against wrong-parkers?	JeffLebowski	Posts: 29
4225	13.01.2012, 15:42	Forum Veteran	Thanked 1,268 Times in 565 Posts	Location: Ottawa - Canada	"    Don't worry - I didn't realise it was there until I looked.   
At the other end of the scale - I'm looking at a good old fashioned child-suffocater   "	a reputation beyond repute	Join Date: May 2009	Groaned at 53 Times in 30 Posts	Car data base	ElggDK	Posts: 949
4226	14.01.2012, 18:39	Member	Thanked 40 Times in 25 Posts	Location: Zurich	" 
			
			Thanks for all the advice which I followed and called TCS.  They did come for free and even carry around spare car batteries which is what the problem was.  Impressed with their service and glad I didn't cancel the membership.
		"	no particular reputation at present	Join Date: Aug 2006	Groaned at 1 Time in 1 Post	Car won't start.  Garage or TCS?	Craig	Posts: 102
4227	11.01.2012, 20:08	Newbie 1st class	Thanked 6 Times in 4 Posts	Location: Uetikon am See-Zurich	" 
			
			Since your bike doesn't have a number plate, they'd have a tough time tracking you...    
When you see where they ask you to go 30, you'll understand why and probably be going 20. By the way, kids like to play with balls hidden behind cars parked on the street in 30 zones. The balls sometimes roll out on the road, closely followed by a kid not looking where he is going. If you do 50, the kid is dead, if you do 30 with your foot half ready on the brake pedal, the kid lives. In the quieter parts of Zurich, you also have to remember that - unless clearly indicated otherwise - cars coming from the right have right of way,  . Here's another  , including maybe yourself.    
Zurich is ""we hate cars"" - town, by the way. They issue more parking permits (which you pay for) than there are spaces, most paying parking spaces are for two hours max and if you can find a spot to rent permanently, it will cost you upwards of 150.- per month in less popular areas and starting at 200.- in more central locations.
		"	no particular reputation at present	Join Date: Jan 2008	Groaned at 0 Times in 0 Posts	Speeding in Zürich Stadt	Anne K	Posts: 25
4228	07.01.2012, 21:34	Junior Member	Thanked 28 Times in 7 Posts	Location: Zurich	" 
			
			In Australia we had a Mazda CX9 - huge inside, proper good seven seats and beautiful to drive, as well as being nicer to look at than the Q7.. I see they are here in Siwtzerland as well.  Might be an option for you to also consider?  To solve the car size problem, we have the big 4X4 here for our family weekend mountain trips and I drive a Smart car during the week (which is also a good match to my parking skills) and never ever have any parking issues   "	earned some respect	Join Date: Sep 2011	Groaned at 7 Times in 2 Posts	Audi Q7 - your thoughts	tiger12345	Posts: 40
4229	13.01.2012, 12:55	Senior Member	Thanked 226 Times in 117 Posts	Location: Geneva	"    Some others who contributed to the thread mentioned great discounts. So maybe there are good options meanwhile as well! I can't judge that and only know the thumb rule and that it's worth when purchasing a car to watch the loss in value per year.   
Concerning used cars I have only experience with older cars ( 7-8 years old) which are probably out of discussion here. Well at least at this level there are no big price differences in comparison to the neighbouring countries (at least in summer 2010/ estate car). Actually they were rather a bit cheaper in Switzerland, which I found interesting. This is probably connected to a lower demand in older cars. So I could make a good deal here at this time. (area: Zurich)   
Unfortunately, I have no experience with newer second hand cars or whether the recents discounts for new cars do pay off. Maybe the recommendations from the others will help. Wish you good luck in the car hunt !    
It's also always a bit of a fun part to look for a car isn't it? At least I find it interesting.
		"	earned the respect of many	Join Date: Dec 2011	Groaned at 38 Times in 24 Posts	Insane new car prices	Juddernaut	Posts: 342
4230	08.01.2012, 17:22	Newbie 1st class	Thanked 6 Times in 4 Posts	Location: Martigny	"    You will have to go over the Col de Forclas which is just over 1500m, the road often closes after a heavy snow fall due to avalanche risk.
		"	no particular reputation at present	Join Date: Aug 2010	Groaned at 0 Times in 0 Posts	Driving over the Alps into Italy	Waldo000000	Posts: 28
4231	10.01.2012, 15:44	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Basel town	"    This is a very valid point.  An XC90 Volvo is a perfect mountain hauler for the alpine winter ski set, especially with a kid or two thrown in for good measure.     
If you have good All terrain or all season tires you should be good.   
If you can sell the vehicle with Snow tires on it anyone that drives should be hooked.     
Good Luck with your sale.    "	no particular reputation at present	Join Date: Aug 2010	Groaned at 0 Times in 0 Posts	Trade in existing car and Leasing used car at a dealership	MaxMan	Posts: 24
4232	12.01.2012, 12:52	Member	Thanked 60 Times in 36 Posts	Location: in transit	"    well I am not too far from there actually, but mirror with my car is surely in much better condition (thank you for making me feel good   )   
I will post some pictures tomorrow to make it more visual    
rob1: thanks, I will look around but a full mirror for 50 bucks is not too bad either.
		"	made some interesting contributions	Join Date: Oct 2011	Groaned at 3 Times in 3 Posts	mazda6 (2.3) 2006 - replacing driver side Mirror	Newbee	Posts: 172
4233	14.02.2007, 17:55	Member	Thanked 130 Times in 65 Posts	Location: Zurich	" 
			
			I think we'll cry uncle on this one and hold off until we get there.  The more we read, the more those returns diminish.   
Thanks for all the advice!
		"	made some interesting contributions	Join Date: Dec 2006	Groaned at 1 Time in 1 Post	Questions on importing a car--warranty and six-month ownership requirement	saraTG	Posts: 199
4234	14.02.2007, 17:55	Member	Thanked 130 Times in 65 Posts	Location: Zurich	" 
			
			I think we'll cry uncle on this one and hold off until we get there.  The more we read, the more those returns diminish.   
Thanks for all the advice!
		"	made some interesting contributions	Join Date: Dec 2006	Groaned at 1 Time in 1 Post	do I have the steps right?	saraTG	Posts: 199
4235	11.01.2012, 22:09	Newbie 1st class	Thanked 6 Times in 4 Posts	Location: Uster, CH	" 
			
			I generally always use a car regardless as it's quicker & easier. I find it less stressful. I can get from Zurich to Geneva way earlier by car than is even possible by train. If I am late I can't even get home by train the same day. Once your used to driving a train is not fun, people coughing having to leave work at exactly the right time. Train is cheaper, however the milage tax deductions make driving a no brainer for longer journeys.      "	no particular reputation at present	Join Date: Aug 2011	Groaned at 0 Times in 0 Posts	Traffic around Zurich..?	lkparsons	Posts: 22
4236	10.01.2012, 16:46	Junior Member	Thanked 27 Times in 17 Posts	Location: ZH	"    I have to take a german test downtown tomorrow so I'll be around. Let's put it after 5. What's the catch? Which kiosk?   
Private message me a password so that I can identify myself.
		"	made some interesting contributions	Join Date: Sep 2011	Groaned at 2 Times in 2 Posts	Zone extension, ticket between Zurich and Zurich airport?	cokekarl	Posts: 61
4237	03.03.2011, 11:44	Newbie	Thanked 0 Times in 0 Posts	Location: Werrikon	"    Did the same thing last night. I've worked out that the best places to buy cars in switzerlands are from mechanics. They are normally too proud of their work to sell a ""dog""!   
The plethora of used ""non-Swiss"" car dealers are a nightmare and minefield in my experience.
		"	no particular reputation at present	Join Date: Mar 2011	Groaned at 0 Times in 0 Posts	Paying for 'hidden' car fine [Contract Cancellation Problem]	Wout1980	Posts: 3
4238	09.01.2012, 00:14	Banned	Thanked 3 Times in 3 Posts	Location: Vaud	      	no particular reputation at present	Join Date: Jun 2010	Groaned at 1 Time in 1 Post	No longer able to buy ticket on SBB	jsg	Posts: 30
4239	11.01.2012, 13:33	Newbie	Thanked 0 Times in 0 Posts	Location: Brussels	" 
			
			Thank you for your swift reply .   
Maybe a nice trip is not such a bad idea after all.    
I will do my research . I have about.....almost 5 years to decide.   "	no particular reputation at present	Join Date: Oct 2010	Groaned at 0 Times in 0 Posts	please info- voucher for public transportation	elena2010s	Posts: 4
4240	11.01.2012, 11:44	Newbie	Thanked 0 Times in 0 Posts	Location: Kusnacht	"     
Its the Strassenverkehrsamt in Albisgütli. 
Its on Uetlibergstr.
		"	no particular reputation at present	Join Date: Dec 2011	Groaned at 0 Times in 0 Posts	Where to go to change license plates for Zurich canton?	karlo	Posts: 5
4241	11.01.2012, 10:33	Member	Thanked 60 Times in 36 Posts	Location: in transit	" 
			
			Hi   
I am considering to buy a small car, less than 5 years old. Looking for recommendations for a garage/seller near St Louis  (or a website)   
thanks a lot in advance
		"	made some interesting contributions	Join Date: Oct 2011	Groaned at 3 Times in 3 Posts	[France near Basel] Recommendations needed for buying a used car	Newbee	Posts: 172
4242	10.01.2012, 10:36	Junior Member	Thanked 4 Times in 3 Posts	Location: Adliswil, Switzerland	" 
			
			If you purchase a car for 20,000chf on a 2 year lease:   
Deposit: 2000chf 
24 months @ 420chf   
Hand car back to the dealer at the end of the lease - assuming no excess KM charge.   
Buying and running cars is, as with a lot of things, more expensive that the US.
		"	no particular reputation at present	Join Date: Dec 2011	Groaned at 0 Times in 0 Posts	Car buying advice	KCUSA	Posts: 46
4243	10.01.2012, 23:07	Newbie	Thanked 0 Times in 0 Posts	Location: Basel	" 
			
			You need to telephone around, stocks are low at this time of year,   
Forum: 100 results 
Winter Tyres  (1)  10.Jan.2012 
FS: 4 Audi Alloys 17""/7.5J with Winters : Adliswil  (9)  22.Dec.2011 
[Sale]Goodyear Winter Tyres - 18 (ZUG)  (1)  16.Dec.2011 
Winter tyres/wheels  (17)  7.Dec.2011 
Jerky driving with winter tyres  (17)  28.Nov.2011 
Why are run flat tyres more expensive to change in winter  (10)  28.Nov.2011 
winter tyres  (4)  18.Nov.2011 
For sale - winter tyres / rims  (2)  18.Nov.2011 
What size winter tyres do I need?  (34)  17.Nov.2011 
FS - Winter tyres Range Rover sport  (4)  15.Nov.2011 
How to bring used winter tyres from Austria to CH  (14)  14.Nov.2011 
Free set of winter tyres 175/65 R 14 T in Zurich  (3)  7.Nov.2011 
For Sale: Winter tyres and wheels 205/55/R16 91H  (13)  4.Nov.2011 
Winter Tyres and rims for BMW (Zurich/Winterthur)  (5)  2.Nov.2011 
For Sale: 2 Winter tyres 235/45R17 Uniroyal Plus 66 (Zurich)  (2)  30.Oct.2011 
For sale - Volvo-sized winter tyres & rims [Basel]  (7)  28.Oct.2011 
For sale in Zurich: 4 nearly new winter tires + nice wheels for Audi (from A6)  (6)  25.Oct.2011 
For Sale - Winter Tyres (Mannedorf)  (1)  24.Oct.2011 
Wanted - Winter tyres and wheels for mini cooper s  (1)  24.Oct.2011 
For Sale - Winter Tires (Basel)  (3)  24.Oct.2011 
For Sale: Winter Tyres 195/65/R15  (3)  23.Oct.2011 
Winter tyres for sale - Zurich - hardly used  (4)  22.Oct.2011 
Winter Tyres for sale: Dunlop Sport 3d 195/55 R16  (7)  22.Oct.2011 
Winter Tyres - 2 questions I'm struggling to answer    (9)  21.Oct.2011 
Tips for mounting your winter/summer tyres/tires  (5)  20.Oct.2011 
4 pirelli winter tyres 215/55/16  (4)  20.Oct.2011 
4 x Winter Tyres for Sale  (1)  16.Oct.2011 
Sale Winter Tyres R18 245/40  (11)  15.Oct.2011 
Winter(tyres only)for sale 205/55R16 H91  (7)  15.Oct.2011 
[Wanted] Winter Tyres 205/55 R16 91V  (7)  11.Oct.2011 
[Wanted] Winter tyres [Lausanne or Vaud]  (3)  10.Oct.2011 
Winter wheels for sale 195/65 R15  (4)  22.Sep.2011 
4 Winter Tyres 185/55 R15 (near Basel)  (3)  21.Sep.2011 
Neuchâtel: Brand new winter tyres for sale  (11)  20.Sep.2011 
Time to think about winter tyres  (4)  18.Sep.2011 
[For Sale] VW 15"" wheels with winter tyres [Zug]  (2)  17.Jul.2011 
For Sale winter tyres 225/50/17  (9)  12.Apr.2011 
Winter tyres for sale in Zurich  (1)  6.Feb.2011 
For Sale, Winter Tyres, (Bern)  (3)  26.Jan.2011 
WANTED: Winter Tyres 205/55 R16 with wheels for Skoda Octavia 1Z  (7)  14.Jan.2011 
Basel Sale - Winter tyres, skis, baby stuff  (1)  10.Jan.2011 
Life slipping away from you? Winter tyres for sale...  (14)  28.Dec.2010 
Winter Tyres/Summer Tyres- whats the difference ?  (91)  21.Dec.2010 
For Sale: 4 Winter tyres 205/60 R15 91H  (6)  6.Dec.2010 
[For Sale] BMW Winter Tyres + Rims [Wetzikon]  (2)  28.Nov.2010 
Four Winter Tyres, 175/65/R14 low KM  (1)  21.Nov.2010 
[Wanted] Winter tyres and wheels or just cheap wheels  (3)  18.Nov.2010 
For Sale - Ford Maverick winter tyres, snow chains and roof bars - Winterthur  (4)  17.Nov.2010 
For sale: 4 pre-mounted winter tyres on rims - Basel  (1)  10.Nov.2010 
getting rid of winter tyres  (9)  10.Nov.2010 
Winter tyres - regulations and discussion  (309)  10.Nov.2010 
[Wanted] Winter Wheels/Tyres - Seat / Audi / VW  (12)  5.Nov.2010 
Winter Tyres  (132)  1.Nov.2010 
Winter Tyres for sale. Region Solothurn / Bern / Basel  (7)  31.Oct.2010 
For sale 4x winter tyres on steel wheels for Golf V or similar  (2)  27.Oct.2010 
Trek MTB + Scott MTB + Ice Winter Tyres For Sale (Basel)  (11)  28.Sep.2010 
(FOR SALE) Zug Winter Wheels and Tyres  (1)  27.Sep.2010 
Buying Winter Tyres in Germany  (4)  22.Sep.2010 
For sale (Basel): 4 winter tyres, brand new  (2)  14.Sep.2010 
Winter tyres for sale - 20""  (3)  10.Sep.2010 
Wanted - Toyota Yaris Winter Tyres  (1)  1.Aug.2010 
[BASEL] Winter tyres for sale  (2)  14.Jun.2010 
4 x Free winter tyres Geneva burbs  (2)  7.May.2010 
Winter tyres for sale 4x 225/45 CHF600  (3)  5.Apr.2010 
[Zurich] Cheapest place to swap Winter/Summer tyres  (4)  3.Apr.2010 
For Sale: MINI Winter Tyres  (1)  18.Feb.2010 
for sale winter tyres and wheels Basel  (1)  16.Feb.2010 
Wanted: Winter tyres - Basel area  (4)  16.Feb.2010 
Winter Tyres, Wheels and Snow Chains for Sale, Oerlikon Zurich  (2)  14.Feb.2010 
Recommendation for winter tyres - Zurich or Zug  (4)  28.Jan.2010 
For sale (Zurich) : Winter tyres and wheels (195/65/R15).  (5)  27.Jan.2010 
Drive to Andermatt - no winter tyres  (25)  20.Jan.2010 
Steel wheels and winter tyres direct?  (5)  13.Jan.2010 
What to do with winter tyres?  (11)  16.Dec.2009 
For sale (Basel): 4 brand-new winter tyres  (1)  14.Dec.2009 
Winter tyres - don't f*&k with e-pneus.ch...  (25)  13.Dec.2009 
For Sale: Winter tyres [Zurich]  (12)  7.Dec.2009 
For Sale: BMW Winter tyres, Zurich  (5)  20.Nov.2009 
For sale: Original Audi A6 rims and winter tyres Zurich  (2)  18.Nov.2009 
Free Winter Tyres in Uerzlikon (nr Hausen am Albis)  (2)  16.Nov.2009 
These tyres OK for winter use here?  (7)  16.Nov.2009 
4x Original Citroen 15"" Alloy Wheels + Winter Tyres [Zurich]  (1)  14.Nov.2009 
For sale: Audi A6 original rims plus winter tyres [Zurich]  (5)  14.Nov.2009 
WANTED: Winter Tyres 215/55/R17  (2)  9.Nov.2009 
Winter wheels/tyres for sale [Prangins/Kloten/Verbier]  (3)  6.Nov.2009 
For Sale: Continental winter tyres [Zurich]  (2)  5.Nov.2009 
FOR SALE: Winter tyres 185 60 R 14 T [Mellingen, Aargau]  (1)  30.Oct.2009 
Winter Tyres for sale (Basel)  (1)  27.Oct.2009 
Winter tyres - reifendirekt  (2)  24.Oct.2009 
BMW X5 alloys with winter tyres for sale (Zug)  (1)  21.Oct.2009 
For Sale: Winter Tyres [Lausanne]  (3)  19.Oct.2009 
Best Garage to Buy Winter Tyres  (2)  11.Oct.2009 
Winter tyres + wheels  (4)  9.Oct.2009 
Buying winter tyres in Switzerland / neighboring countries  (7)  28.Sep.2009 
4 winter tyres for sale  (1)  9.Aug.2009 
For Sale: 4 x Winter Tyres (used 10,000km)  (4)  12.Jun.2009 
Four Winter Tyres 175/65/R14  (2)  29.Nov.2008 
Buy-back or rent winter tyres for rental car?  (1)  21.Nov.2008 
Can I buy winter tyres in France or Germany?  (2)  4.Nov.2008 
No winter tyres in my car's size made  (29)  27.Oct.2008
		"	no particular reputation at present	Join Date: Jan 2012	Groaned at 0 Times in 0 Posts	Winter Tyres	Imindoors	Posts: 2
4244	10.01.2012, 22:34	Senior Member	Thanked 35 Times in 16 Posts	Location: Bâle	" 
			
			Or perhaps available over the counter. I am unsure of this for 2012.
		"	considered unworthy	Join Date: Apr 2007	Groaned at 8 Times in 7 Posts	SBB Happy Birthday pass	Ashish	Posts: 258
4245	16.07.2011, 18:04	Newbie 1st class	Thanked 1 Time in 1 Post	Location: Basel town	"     
Thanks for the responses. I finally got my plates changed after a year of Canton change  .   
MM
		"	no particular reputation at present	Join Date: Aug 2010	Groaned at 0 Times in 0 Posts	Change of canton- Car registration	MaxMan	Posts: 24
4246	16.11.2011, 19:11	Junior Member	Thanked 6 Times in 5 Posts	Location: Zurich	            	no particular reputation at present	Join Date: Oct 2011	Groaned at 0 Times in 0 Posts	Motorized/electric scooters in CH	dreamcatcher	Posts: 87
4247	27.06.2011, 03:42	Senior Member	Thanked 222 Times in 113 Posts	Location: Zürich	" 
			
			Hi thanks for the info - did you buy the sidecar here?   
Annabelle      "	considered knowledgeable	Join Date: Oct 2009	Groaned at 1 Time in 1 Post	Wanna go on a motorcycle trip with wife AND kid. Side-car?	John McClane	Posts: 313
4248	02.07.2010, 20:15	Forum Veteran	Thanked 239 Times in 144 Posts	Location: #murica	" 
			
			I love you guys sooo much that I bought   tires for the car instead of one.  I had them installed on the rear.   
End result: A car that will make you crap your pants when it oversteers in both directions, not just one.     I had to rotate them to the front to make the car safe again.  The Dunlop SP Sport FastResponse is a touring tire (in spite of their marketing to the contrary) and a sheep in wolf's clothing.
		"	earned the respect of many	Join Date: Feb 2009	Groaned at 15 Times in 15 Posts	Must all four tires be identical?	richardm	Posts: 664
4249	08.01.2012, 13:52	Forum Legend	Thanked 5,095 Times in 2,633 Posts	Location: north	"    Seeing most speedometers are calibrated to overreport speed, if the police think they're 8 km/h above, the cars' speedometers must be showing a fair bit more than that.   
And remember, not all speed limits are there just to annoy you. Just because you can't see a danger or a reason. that doesn't mean there isn't one.
		"	a reputation beyond repute	Join Date: May 2010	Groaned at 226 Times in 146 Posts	watch your speed at the basel/st.louis border	rob1	Posts: 6,138
4250	08.01.2012, 21:08	Member	Thanked 90 Times in 55 Posts	Location: Basel	" 
			
			good to hear that they just charged you an admin fee and you get a replacement
		"	no particular reputation at present	Join Date: May 2007	Groaned at 0 Times in 0 Posts	lost SBB monthly pass.  replacement?	staceyswiss	Posts: 178
4251	09.01.2012, 13:30	Newbie	Thanked 0 Times in 0 Posts	Location: Wales	" 
			
			Thanks for that.   
He's already checked and his insurance, and they can't help. Also the local motoring organisation will only recover him to the nearest garage.   
He is presently secure in a hotel. The car has already been recovered from the roadside, and he has been quoted £4500 for parts only for a repair, so that is well out of the equation.   
Another option is to transport the car to just inside the Italian border, and either repair, or arrange onward transport from here.   
It's someone to do the transportation that I'm presently looking for.
		"	no particular reputation at present	Join Date: Jan 2012	Groaned at 0 Times in 0 Posts	Breakdown Assistance	AndyBA	Posts: 2
4252	null	null	null	null	" 
			
			In December 2009, after 6 months wait, I took delivery of a new VW Polo (6R current model) 1,4 petrol with 7-speed DSG ( Direct-Shift Gearbox ) - essentially an automatic gearbox.    
All has been wonderful and with servicing every 30,000km or 2 years the cost to date has been CHF400.00 and repairs zero. And average 5.9l per 100km.   
With 35,000km on the clock and 24½ months of happy motoring, the DSG box went on the blink in the last couple of weeks.   
This involved the gearbox going into neutral while in 'D' and while driving. Once stopped and the engine restarted it clears. This happened only twice, but is understandably potentially leathal, especially in a tunnel or on the autbahn.   
A quick Google proved this, and all sorts of other problems, to be common with VW/Audi/Skoda models with DSG. Also getting satisfaction from either dealers and manufacturers appeared also to be just as big a problem.   
So it was with some concern that I check the car in at my local VW dealer (Autorama in Wetzikion (ZH)) where I also bought the car. After 24 hours and correspondence between Autorama and VW importers AMAG, they have agreed to replace the Metatronc box (the brains that drive the gearbox) free of charge (parts and labour). This is on order from Germany and will be done next week.   
Had I imported the car from Germany or bought at the likes of Autodiscount Uster, I wonder if I be so content. Autorama even cleaned the car inside and out while it was in for assessment...
		"	null	null	null	Out of Warrantee, but credit where credit due	guest	null
4253	02.01.2012, 04:29	Junior Member	Thanked 7 Times in 4 Posts	Location: Ontario Canada	"    it's not the end of the world, true. If you're going to travel across country right when you get in, and money is tight, it might be worth it - but otherwise stressing yourself on the day of your arrival to a new country's probably a bad idea   
I would personally just skip it that day, get a full price ticket, and go order it the next time you're at a station. You do want one though - the payback period differs depending on your commute and personal travel habits, but it almost always pays back well in excess of its cost. A 20 chf commute to work means it pays back in 3 weeks, for example.
		"	no particular reputation at present	Join Date: Sep 2011	Groaned at 1 Time in 1 Post	1/2 price ( Halbtax / Halftax )  card online or at airport?	Pambot	Posts: 40
4254	05.01.2012, 20:59	Newbie	Thanked 0 Times in 0 Posts	Location: Nidwalden	" 
			
			There is also an Iphone app (I think from TCS too) that can show you the maps of traffic in Switzerland. If you commute a lot, Garmin has a traffic receiver (which connects to the charger of the GPS) and receives traffic updates via radio and shows them if they are en route or can divert you before to an alternate road so you don't get stuck. In your case as there is only one access road I guess it won't help much...   
I think TomTom has this option too.
		"	no particular reputation at present	Join Date: Oct 2011	Groaned at 0 Times in 0 Posts	Traffic website/App - Incidents and Delays?	edain	Posts: 5
4255	05.01.2012, 17:00	Senior Member	Thanked 81 Times in 43 Posts	Location: UK (ex CH)	" 
			
			Another vote for Velodrome.  They have plenty of parking and it is not far from the Blecherette highway exit.
		"	earned the respect of many	Join Date: Aug 2007	Groaned at 2 Times in 2 Posts	Parking for a Long Wheel based transit in Lausanne	cbb	Posts: 419
4256	04.01.2012, 06:03	Newbie	Thanked 0 Times in 0 Posts	Location: mexico	" 
			
			Can't  you hand in your rental & pick up a new one after some days?
		"	no particular reputation at present	Join Date: Dec 2011	Groaned at 0 Times in 0 Posts	Parking at main train station in Zurich for my rental vehicle for a few days	herrfoxy	Posts: 1
4257	05.01.2012, 12:00	Newbie 1st class	Thanked 6 Times in 6 Posts	Location: Winterthur, Switzerland	"    IIRC I read somewhere that this was changed with the new timetable since December 2011.
		"	no particular reputation at present	Join Date: Jan 2011	Groaned at 0 Times in 0 Posts	Cross-kanton IR train ticket validity	gabrielg	Posts: 14
4258	05.01.2012, 15:48	Newbie	Thanked 0 Times in 0 Posts	Location: Winterthur	"     
try these guys
		"	no particular reputation at present	Join Date: Nov 2011	Groaned at 0 Times in 0 Posts	Renting a mini van	Sara Zul	Posts: 2
4259	03.01.2012, 14:36	Newbie 1st class	Thanked 3 Times in 2 Posts	Location: Lausanne (from March '12)	" 
			
			Congrats! all of them were good choices an surely you'll love your rides in Switzerland (for me the season goes from April to October though as I am a tropical person!)
		"	no particular reputation at present	Join Date: Nov 2011	Groaned at 0 Times in 0 Posts	Hybrid bike advice wanted	Harvey Bathurst	Posts: 15
